,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
0,300454,深信服,0.95,42.15,3.06,29.07,1.12,33004.41,41.74,,04-25
1,603045,福达合金,0.56,-10.69,5.78,10.08,1.06,4105.96,-10.7,10派2,04-25
2,603013,亚普股份,0.87,,,18.53,1.23,39065.99,,,04-16
3,603259,药明康德,0.39,-23.53,,14.45,4.76,34896.77,-24.38,,04-16
4,603348,文灿股份,0.96,74.55,5.29,23.12,1.19,15053.96,90.94,10派1.5,04-04
5,300743,天地数码,0.71,24.56,2.0,40.98,0.78,3485.56,26.12,,04-02
6,300742,越博动力,0.51,,4.28,20.95,-2.14,2635.19,384.72,,04-02
7,603733,仙鹤股份,0.31,,,10.26,-0.02,13795.4,-24.92,,03-28
8,603876,鼎胜新材,0.5,85.19,,11.56,1.99,16128.33,82.69,,03-27
9,603301,振德医疗,1.62,,,50.92,,7905.95,263.08,,03-21
10,603897,长城科技,0.44,22.22,,11.82,2.99,5236.9,19.81,,03-19
11,603596,伯特利,0.46,-9.8,,42.8,0.28,16592.46,159.64,10派2,03-19
12,603214,爱婴室,0.79,33.9,3.45,25.44,0.56,5961.87,34.86,,03-13
13,002931,锋龙股份,0.84,61.54,1.59,42.4,0.55,3778.47,60.45,,03-13
14,300504,天邑股份,0.62,210.0,5.88,33.2,0.59,12040.51,203.8,,03-13
15,300634,彩讯股份,0.25,-24.24,1.78,9.77,0.51,6865.6,-21.89,,03-06
16,600929,湖南盐业,0.27,20.59,,13.3,0.53,20367.1,23.67,,03-05
17,002930,宏川智慧,0.54,-3.57,5.27,11.85,1.28,8012.98,25.07,,03-05
18,603059,倍加洁,0.85,13.33,,28.18,1.29,5098.7,13.18,,02-07
19,002928,华夏航空,3.02,94.84,5.62,68.56,7.51,24173.75,95.49,,02-06
20,002929,润建通信,1.05,36.36,,28.58,1.01,14510.97,36.28,10派3,02-05
21,300741,华宝股份,,,10.54,19.83,2.87,132665.39,-16.02,,02-05
22,603680,今创集团,1.78,23.34,,46.94,0.98,67260.32,29.83,,01-31
23,002927,泰永长征,0.79,-15.05,,23.03,0.13,5343.03,-3.83,,01-30
24,603712,七一二,,,,13.24,,18051.37,-3.5,,01-30
25,603709,中源家居,1.09,,1.23,83.73,1.54,5911.77,133.96,,01-25
26,300644,南京聚隆,1.72,78.66,6.36,28.16,1.24,7512.3,78.63,,01-24
27,603871,嘉友国际,1.71,,4.94,39.36,1.82,10245.69,80.0,,01-23
28,603156,养元饮品,5.29,43.12,,57.77,5.11,261996.46,43.13,,01-22
29,300740,御家汇,,,,41.75,,5314.77,62.45,,01-22
30,603516,淳中科技,0.78,,4.37,49.26,2.28,4818.02,8.12,10派11.7,01-15
31,300739,明阳电路,,,4.13,20.83,1.16,5959.65,31.95,,01-15
32,603895,天永智能,,,,40.13,1.51,6047.43,27.66,,01-08
33,300738,奥飞数据,0.67,458.33,7.95,105.01,1.24,2680.29,570.63,10转30,01-08
34,300737,科顺股份,0.44,83.33,2.85,37.41,0.04,16490.26,109.91,10派1,01-08
35,603356,华菱精工,0.51,-7.27,2.37,22.71,0.67,5118.53,-7.24,,01-03
36,300736,百华悦邦,0.99,37.5,4.22,25.44,2.08,4007.67,39.28,10派6,12-26
37,002925,盈趣科技,0.43,38.71,,50.88,2.23,16478.77,39.68,,12-26
38,002923,润都股份,0.95,20.25,4.14,25.35,0.67,7116.54,19.57,,12-18
39,002921,联诚精密,0.72,,,11.99,0.94,4326.35,-11.0,,12-13
40,603080,新疆火炬,1.01,5.21,3.07,42.01,1.16,9860.65,10.7,,12-12
41,002922,伊戈尔,1.42,389.66,4.32,38.77,0.86,12668.81,385.55,,12-12
42,603329,上海雅仕,0.76,,,23.5,1.1,7568.34,13.22,,12-12
43,300735,光弘科技,0.4,,1.55,23.39,0.45,9517.44,37.95,,12-11
44,603655,朗博科技,0.53,-5.36,3.2,17.47,0.39,3414.13,-2.76,,12-11
45,300733,西菱动力,0.52,15.56,3.53,15.11,0.76,6296.66,16.55,,12-06
46,300684,中石科技,0.52,-41.8,4.62,11.37,0.23,3369.34,-38.99,,12-06
47,603283,赛腾股份,1.06,-10.92,2.1,60.09,0.55,12704.65,-4.38,,12-05
48,002920,德赛西威,0.8,,,49.99,0.55,35887.45,116.81,,12-05
49,002919,名臣健康,0.76,,3.77,21.52,1.86,4350.85,36.88,,11-29
50,002918,蒙娜丽莎,1.04,52.94,,27.64,1.26,11574.35,50.41,,11-29
51,603477,振静股份,0.23,27.78,,12.8,0.37,3972.05,57.69,,11-28
52,300732,设研院,1.06,27.71,9.67,10.32,0.44,4994.79,34.27,,11-28
53,603161,科华控股,0.87,16.0,,21.58,0.17,8102.25,35.73,,11-27
54,002917,金奥博,,,,43.75,,7252.65,149.67,,11-21
55,603890,春秋电子,0.96,,1.86,49.41,1.04,8709.37,53.63,,11-21
56,300731,科创新源,0.59,-36.56,2.51,29.98,0.85,3535.83,-36.94,,11-20
57,002915,中欣氟材,0.56,30.23,2.89,19.77,0.34,3654.66,30.07,,11-14
58,603917,合力科技,0.88,24.35,3.99,24.4,0.68,7382.56,24.35,,11-14
59,300730,科创信息,0.49,145.0,2.13,25.87,1.12,3433.93,145.02,,11-14
60,002913,奥士康,1.62,,,30.66,2.3,16175.69,22.86,,11-13
61,603848,好太太,,,,34.01,,13336.11,19.3,,11-13
62,603711,香飘飘,0.57,11.76,2.77,22.77,0.31,20394.76,10.08,,11-13
63,300729,乐歌股份,0.85,88.89,4.11,22.82,1.21,5085.83,87.05,,11-13
64,300727,润禾材料,0.49,,2.62,19.45,0.17,3349.79,7.58,,11-07
65,002912,中新赛克,1.86,2.2,11.23,20.33,2.08,8824.05,12.64,,11-07
66,603685,晨丰科技,1.0,,3.31,31.74,0.69,5871.93,116.58,,11-06
67,300726,宏达电子,0.23,-90.17,1.57,18.5,0.01,7495.61,-47.05,,10-31
68,603661,恒林股份,2.53,56.17,,43.22,3.12,18974.54,55.78,,10-31
69,002911,佛燃股份,0.74,21.31,3.08,26.24,1.41,36917.59,20.89,,10-31
70,603365,水星家纺,0.8,6.67,,20.36,1.2,13478.16,16.9,,10-31
71,300725,药石科技,0.46,,2.91,17.85,0.55,1993.45,-11.29,,10-30
72,603970,中农立华,0.88,9.35,3.03,32.52,-2.54,8826.7,9.35,,10-30
73,600933,爱柯迪,0.53,,,31.08,0.62,34748.05,36.06,10派1,10-30
